epoch,step,train_acc,train_loss,val_acc,val_loss
0,1,,,0.4878048896789551,0.961574375629425
0,1,0.4590964615345001,1.0149186849594116,,
1,3,,,0.4682926833629608,0.836155116558075
1,3,0.5067155361175537,0.9347305297851562,,
2,5,,,0.4731707274913788,0.7823472023010254
2,5,0.5445665717124939,0.7807279825210571,,
3,7,,,0.47804877161979675,0.7807194590568542
3,7,0.5665445923805237,0.7437589764595032,,
4,9,,,0.47804877161979675,0.7792854905128479
4,9,0.60317462682724,0.6915480494499207,,
